date,order_id,region,product,category,units,revenue
2026-06-08,ORD-00400,Western,Men’s Batik Shirt,Apparel,2,9000
2026-06-09,ORD-00359,Western,Smart Watch,Electronics,2,68400
2026-06-09,ORD-00392,Western,Coconut Oil 1L,Grocery,2,2200
2026-06-10,ORD-00372,Southern,Men’s Batik Shirt,Apparel,1,4500
2026-06-11,ORD-00374,Southern,Cotton Saree,Apparel,2,15600
2026-06-11,ORD-00381,Western,Coconut Oil 1L,Grocery,5,5500
2026-06-12,ORD-00379,Western,Blender 600W,Home & Kitchen,2,19600
2026-06-13,ORD-00378,Northern,Coconut Oil 1L,Grocery,2,1980
2026-06-13,ORD-00386,Western,Men’s Batik Shirt,Apparel,2,9000
2026-06-13,ORD-00396,Western,Coconut Oil 1L,Grocery,5,5500
2026-06-13,ORD-00404,Central,Ceiling Fan,Home & Kitchen,1,15120
2026-06-14,ORD-00358,Central,Laptop Pro 14,Electronics,2,490000
2026-06-15,ORD-00380,Central,Ceiling Fan,Home & Kitchen,1,15120
2026-06-15,ORD-00397,Southern,Basmati Rice 5kg,Grocery,4,12800
2026-06-16,ORD-00382,Central,Basmati Rice 5kg,Grocery,4,12800
2026-06-16,ORD-00395,Central,Basmati Rice 5kg,Grocery,5,16000
2026-06-16,ORD-00399,Western,Ceylon Tea 400g,Grocery,4,5800
2026-06-17,ORD-00365,Southern,Wireless Earbuds,Electronics,1,14500
2026-06-17,ORD-00373,Western,Rice Cooker,Home & Kitchen,2,22500
2026-06-17,ORD-00390,Central,Rice Cooker,Home & Kitchen,1,12500
2026-06-17,ORD-00406,Western,Water Filter,Home & Kitchen,1,22000
2026-06-18,ORD-00388,Western,Rice Cooker,Home & Kitchen,1,12500
2026-06-19,ORD-00370,Western,Coconut Oil 1L,Grocery,2,1980
2026-06-19,ORD-00383,Western,Ceylon Tea 400g,Grocery,6,8700
2026-06-20,ORD-00361,Northern,Laptop Pro 14,Electronics,1,245000
2026-06-20,ORD-00376,Southern,Ceiling Fan,Home & Kitchen,2,33600
2026-06-20,ORD-00385,Northern,Kids’ Backpack,Apparel,2,7020
2026-06-20,ORD-00408,Western,Coconut Oil 1L,Grocery,3,3300
2026-06-21,ORD-00387,Western,Coconut Oil 1L,Grocery,2,2200
2026-06-22,ORD-00405,Western,Laptop Pro 14,Electronics,2,490000
2026-06-23,ORD-00393,Central,Basmati Rice 5kg,Grocery,2,6400
2026-06-24,ORD-00362,Western,Ceylon Tea 400g,Grocery,6,8700
2026-06-25,ORD-00368,Northern,Ceiling Fan,Home & Kitchen,1,16800
2026-06-25,ORD-00377,Western,Smartphone X2,Electronics,2,178000
2026-06-26,ORD-00401,Central,Cotton Saree,Apparel,2,14040
2026-06-27,ORD-00407,Northern,Wireless Earbuds,Electronics,1,14500
2026-06-28,ORD-00375,Central,Ceylon Tea 400g,Grocery,2,2900
2026-06-29,ORD-00366,Central,Ceiling Fan,Home & Kitchen,1,16800
2026-06-30,ORD-00367,Central,Basmati Rice 5kg,Grocery,6,19200
2026-07-01,ORD-00450,Central,Wireless Earbuds,Electronics,1,14500
2026-07-02,ORD-00431,Western,Coconut Oil 1L,Grocery,3,3300
2026-07-03,ORD-00420,Western,Smart Watch,Electronics,1,38000
2026-07-03,ORD-00424,Northern,Ceylon Tea 400g,Grocery,4,5800
2026-07-03,ORD-00440,Western,Cotton Saree,Apparel,1,7800
2026-07-03,ORD-00463,Western,Smart Watch,Electronics,1,34200
2026-07-04,ORD-00412,Western,Men’s Batik Shirt,Apparel,1,4500
2026-07-05,ORD-00460,Central,Ceylon Tea 400g,Grocery,6,7830
2026-07-06,ORD-00416,Southern,Laptop Pro 14,Electronics,1,220500
2026-07-06,ORD-00444,Northern,Blender 600W,Home & Kitchen,2,19600
2026-07-06,ORD-00447,Southern,Ceylon Tea 400g,Grocery,6,8700
2026-07-07,ORD-00441,Central,Blender 600W,Home & Kitchen,1,9800
2026-07-07,ORD-00457,Southern,Men’s Batik Shirt,Apparel,1,4500
2026-07-08,ORD-00429,Western,Laptop Pro 14,Electronics,1,220500
2026-07-09,ORD-00413,Northern,Laptop Pro 14,Electronics,1,245000
2026-07-09,ORD-00443,Western,Coconut Oil 1L,Grocery,4,4400
2026-07-11,ORD-00423,Northern,Wireless Earbuds,Electronics,2,29000
2026-07-11,ORD-00425,Western,Water Filter,Home & Kitchen,1,19800
2026-07-11,ORD-00437,Central,Blender 600W,Home & Kitchen,2,19600
2026-07-13,ORD-00451,Central,Basmati Rice 5kg,Grocery,1,2880
2026-07-14,ORD-00439,Western,Rice Cooker,Home & Kitchen,2,22500
2026-07-14,ORD-00442,Southern,Ceylon Tea 400g,Grocery,3,4350
2026-07-14,ORD-00452,Northern,Men’s Batik Shirt,Apparel,2,8100
2026-07-14,ORD-00454,Southern,Blender 600W,Home & Kitchen,1,9800
2026-07-15,ORD-00427,Southern,Wireless Earbuds,Electronics,2,26100
2026-07-15,ORD-00434,Western,Coconut Oil 1L,Grocery,6,6600
2026-07-15,ORD-00438,Western,Men’s Batik Shirt,Apparel,2,9000
2026-07-15,ORD-00449,Western,Cotton Saree,Apparel,1,7800
2026-07-16,ORD-00417,Northern,Smartphone X2,Electronics,2,178000
2026-07-17,ORD-00455,Western,Coconut Oil 1L,Grocery,2,2200
2026-07-17,ORD-00462,Western,Cotton Saree,Apparel,1,7800
2026-07-19,ORD-00428,Western,Basmati Rice 5kg,Grocery,6,17280
2026-07-19,ORD-00435,Central,Ceylon Tea 400g,Grocery,5,7250
2026-07-21,ORD-00411,Southern,Ceylon Tea 400g,Grocery,5,7250
2026-07-22,ORD-00432,Western,Blender 600W,Home & Kitchen,1,9800
2026-07-22,ORD-00433,Central,Kids’ Backpack,Apparel,2,7800
2026-07-23,ORD-00415,Western,Coconut Oil 1L,Grocery,6,6600
2026-07-23,ORD-00422,Northern,Cotton Saree,Apparel,1,7800
2026-07-23,ORD-00426,Central,Smartphone X2,Electronics,2,178000
2026-07-23,ORD-00448,Northern,Basmati Rice 5kg,Grocery,4,12800
2026-07-24,ORD-00414,Southern,Water Filter,Home & Kitchen,2,44000
2026-07-24,ORD-00418,Western,Men’s Batik Shirt,Apparel,1,4050
2026-07-24,ORD-00446,Western,Basmati Rice 5kg,Grocery,2,6400
2026-07-24,ORD-00459,Southern,Wireless Earbuds,Electronics,1,14500
2026-07-25,ORD-00421,Western,Smart Watch,Electronics,1,38000
2026-07-25,ORD-00436,Western,Smartphone X2,Electronics,2,160200
2026-07-26,ORD-00410,Western,Wireless Earbuds,Electronics,1,14500
2026-07-26,ORD-00419,Central,Basmati Rice 5kg,Grocery,5,16000
2026-07-26,ORD-00445,Southern,School Shoes,Apparel,1,5200
2026-07-27,ORD-00430,Northern,Smart Watch,Electronics,2,76000
2026-07-27,ORD-00453,Western,Coconut Oil 1L,Grocery,2,1980
2026-07-27,ORD-00456,Northern,Coconut Oil 1L,Grocery,1,990
2026-07-28,ORD-00409,Western,Basmati Rice 5kg,Grocery,1,3200
2026-07-28,ORD-00458,Central,Coconut Oil 1L,Grocery,1,1100
2026-07-30,ORD-00461,Western,School Shoes,Apparel,2,10400
2026-08-01,ORD-00493,Western,Basmati Rice 5kg,Grocery,2,6400
2026-08-01,ORD-00500,Western,Coconut Oil 1L,Grocery,3,3300
2026-08-02,ORD-00468,Western,Coconut Oil 1L,Grocery,6,6600
2026-08-02,ORD-00482,Western,Basmati Rice 5kg,Grocery,3,9600
2026-08-03,ORD-00483,Western,Cotton Saree,Apparel,1,7020
2026-08-03,ORD-00492,Southern,Ceylon Tea 400g,Grocery,4,5800
2026-08-04,ORD-00487,Western,Basmati Rice 5kg,Grocery,6,19200
2026-08-04,ORD-00507,Central,Water Filter,Home & Kitchen,1,22000
2026-08-04,ORD-00513,Central,Men’s Batik Shirt,Apparel,2,9000
2026-08-04,ORD-00522,Southern,Rice Cooker,Home & Kitchen,2,25000
2026-08-05,ORD-00473,Northern,Men’s Batik Shirt,Apparel,2,9000
2026-08-06,ORD-00510,Western,Men’s Batik Shirt,Apparel,1,4500
2026-08-06,ORD-00520,Western,Ceylon Tea 400g,Grocery,3,4350
2026-08-07,ORD-00477,Southern,Smart Watch,Electronics,2,68400
2026-08-07,ORD-00511,Central,Ceylon Tea 400g,Grocery,4,5220
2026-08-08,ORD-00489,Northern,Basmati Rice 5kg,Grocery,1,2880
2026-08-08,ORD-00497,Western,Coconut Oil 1L,Grocery,1,1100
2026-08-08,ORD-00498,Northern,Basmati Rice 5kg,Grocery,2,6400
2026-08-08,ORD-00512,Western,Blender 600W,Home & Kitchen,2,19600
2026-08-09,ORD-00519,Central,Kids’ Backpack,Apparel,1,3900
2026-08-10,ORD-00466,Western,Ceylon Tea 400g,Grocery,3,3915
2026-08-10,ORD-00501,Central,Coconut Oil 1L,Grocery,6,6600
2026-08-11,ORD-00476,Western,Wireless Earbuds,Electronics,1,14500
2026-08-11,ORD-00478,Western,Basmati Rice 5kg,Grocery,6,17280
2026-08-11,ORD-00486,Northern,Rice Cooker,Home & Kitchen,2,22500
2026-08-12,ORD-00481,Southern,Ceylon Tea 400g,Grocery,4,5800
2026-08-12,ORD-00505,Central,Ceylon Tea 400g,Grocery,5,7250
2026-08-13,ORD-00488,Northern,Ceylon Tea 400g,Grocery,5,7250
2026-08-13,ORD-00502,Southern,Laptop Pro 14,Electronics,2,490000
2026-08-15,ORD-00467,Southern,Basmati Rice 5kg,Grocery,3,9600
2026-08-15,ORD-00469,Central,Basmati Rice 5kg,Grocery,4,12800
2026-08-15,ORD-00499,Central,Coconut Oil 1L,Grocery,3,3300
2026-08-16,ORD-00471,Western,Basmati Rice 5kg,Grocery,4,12800
2026-08-16,ORD-00475,Southern,Laptop Pro 14,Electronics,1,220500
2026-08-16,ORD-00480,Central,Smart Watch,Electronics,1,38000
2026-08-19,ORD-00470,Western,Rice Cooker,Home & Kitchen,2,25000
2026-08-20,ORD-00472,Central,Wireless Earbuds,Electronics,1,13050
2026-08-20,ORD-00515,Western,School Shoes,Apparel,2,10400
2026-08-21,ORD-00464,Western,Coconut Oil 1L,Grocery,5,5500
2026-08-21,ORD-00479,Southern,Ceylon Tea 400g,Grocery,5,7250
2026-08-21,ORD-00491,Northern,Men’s Batik Shirt,Apparel,1,4500
2026-08-21,ORD-00506,Western,Basmati Rice 5kg,Grocery,1,2880
2026-08-21,ORD-00508,Western,Blender 600W,Home & Kitchen,1,9800
2026-08-21,ORD-00521,Northern,Smartphone X2,Electronics,2,160200
2026-08-22,ORD-00504,Southern,Ceylon Tea 400g,Grocery,3,4350
2026-08-22,ORD-00518,Central,Basmati Rice 5kg,Grocery,4,12800
2026-08-23,ORD-00490,Central,Kids’ Backpack,Apparel,2,7800
2026-08-23,ORD-00494,Western,Wireless Earbuds,Electronics,2,26100
2026-08-24,ORD-00474,Central,Ceylon Tea 400g,Grocery,3,4350
2026-08-24,ORD-00485,Western,Coconut Oil 1L,Grocery,2,2200
2026-08-24,ORD-00509,Central,School Shoes,Apparel,1,5200
2026-08-24,ORD-00514,Central,Coconut Oil 1L,Grocery,3,3300
2026-08-25,ORD-00465,Western,Smart Watch,Electronics,2,76000
2026-08-26,ORD-00496,Central,Coconut Oil 1L,Grocery,3,3300
2026-08-28,ORD-00516,Central,Men’s Batik Shirt,Apparel,2,9000
2026-08-29,ORD-00484,Western,Ceylon Tea 400g,Grocery,5,7250
2026-08-30,ORD-00495,Western,Rice Cooker,Home & Kitchen,1,12500
2026-08-30,ORD-00503,Southern,Cotton Saree,Apparel,2,14040
2026-08-31,ORD-00517,Northern,Rice Cooker,Home & Kitchen,2,22500
2026-09-01,ORD-00524,Western,Basmati Rice 5kg,Grocery,5,16000
2026-09-01,ORD-00531,Central,Water Filter,Home & Kitchen,2,44000
2026-09-01,ORD-00536,Southern,Water Filter,Home & Kitchen,1,19800
2026-09-01,ORD-00553,Western,Ceiling Fan,Home & Kitchen,2,33600
2026-09-01,ORD-00566,Central,Kids’ Backpack,Apparel,1,3900
2026-09-02,ORD-00537,Western,Wireless Earbuds,Electronics,2,29000
2026-09-02,ORD-00568,Western,Kids’ Backpack,Apparel,1,3900
2026-09-04,ORD-00532,Western,Wireless Earbuds,Electronics,1,14500
2026-09-04,ORD-00570,Central,Kids’ Backpack,Apparel,2,7800
2026-09-05,ORD-00539,Northern,Ceylon Tea 400g,Grocery,4,5800
2026-09-05,ORD-00557,Southern,Cotton Saree,Apparel,2,15600
2026-09-06,ORD-00569,Western,Men’s Batik Shirt,Apparel,2,9000
2026-09-07,ORD-00573,Western,Smartphone X2,Electronics,1,89000
2026-09-08,ORD-00526,Western,Wireless Earbuds,Electronics,1,14500
2026-09-08,ORD-00579,Southern,Rice Cooker,Home & Kitchen,2,25000
2026-09-09,ORD-00534,Central,Men’s Batik Shirt,Apparel,2,8100
2026-09-09,ORD-00538,Central,School Shoes,Apparel,2,10400
2026-09-09,ORD-00540,Central,Men’s Batik Shirt,Apparel,2,8100
2026-09-09,ORD-00545,Central,Rice Cooker,Home & Kitchen,1,12500
2026-09-09,ORD-00551,Southern,Coconut Oil 1L,Grocery,1,1100
2026-09-09,ORD-00581,Southern,School Shoes,Apparel,1,5200
2026-09-09,ORD-00583,Western,Coconut Oil 1L,Grocery,1,1100
2026-09-10,ORD-00543,Western,Wireless Earbuds,Electronics,2,26100
2026-09-10,ORD-00544,Western,Smartphone X2,Electronics,2,178000
2026-09-10,ORD-00565,Central,Men’s Batik Shirt,Apparel,2,8100
2026-09-11,ORD-00572,Northern,Wireless Earbuds,Electronics,1,14500
2026-09-11,ORD-00580,Central,Ceiling Fan,Home & Kitchen,1,16800
2026-09-12,ORD-00546,Western,Smart Watch,Electronics,1,38000
2026-09-12,ORD-00584,Central,Blender 600W,Home & Kitchen,2,19600
2026-09-13,ORD-00530,Central,Wireless Earbuds,Electronics,2,29000
2026-09-16,ORD-00550,Western,Rice Cooker,Home & Kitchen,2,25000
2026-09-16,ORD-00554,Western,Wireless Earbuds,Electronics,2,26100
2026-09-16,ORD-00578,Southern,Smart Watch,Electronics,1,34200
2026-09-17,ORD-00523,Western,School Shoes,Apparel,1,5200
2026-09-17,ORD-00558,Central,Coconut Oil 1L,Grocery,3,2970
2026-09-17,ORD-00576,Southern,Ceiling Fan,Home & Kitchen,2,33600
2026-09-18,ORD-00559,Western,Men’s Batik Shirt,Apparel,1,4500
2026-09-18,ORD-00577,Western,Water Filter,Home & Kitchen,2,44000
2026-09-19,ORD-00548,Western,Men’s Batik Shirt,Apparel,1,4500
2026-09-19,ORD-00586,Central,Basmati Rice 5kg,Grocery,4,12800
2026-09-20,ORD-00571,Southern,Rice Cooker,Home & Kitchen,2,22500
2026-09-20,ORD-00582,Southern,Laptop Pro 14,Electronics,2,490000
2026-09-21,ORD-00529,Northern,Ceylon Tea 400g,Grocery,4,5800
2026-09-21,ORD-00533,Western,Wireless Earbuds,Electronics,1,14500
2026-09-21,ORD-00556,Southern,Rice Cooker,Home & Kitchen,2,22500
2026-09-22,ORD-00541,Central,Ceylon Tea 400g,Grocery,5,7250
2026-09-22,ORD-00555,Central,School Shoes,Apparel,2,10400
2026-09-22,ORD-00562,Central,Ceylon Tea 400g,Grocery,6,8700
2026-09-23,ORD-00525,Western,Ceiling Fan,Home & Kitchen,2,30240
2026-09-23,ORD-00542,Southern,Blender 600W,Home & Kitchen,1,8820
2026-09-24,ORD-00560,Western,Coconut Oil 1L,Grocery,3,3300
2026-09-25,ORD-00528,Central,Cotton Saree,Apparel,1,7800
2026-09-25,ORD-00575,Western,Smart Watch,Electronics,1,38000
2026-09-26,ORD-00535,Southern,Rice Cooker,Home & Kitchen,2,25000
2026-09-26,ORD-00547,Central,Ceiling Fan,Home & Kitchen,1,16800
2026-09-27,ORD-00527,Western,Ceylon Tea 400g,Grocery,1,1450
2026-09-27,ORD-00561,Central,Wireless Earbuds,Electronics,2,29000
2026-09-27,ORD-00567,Southern,Coconut Oil 1L,Grocery,4,4400
2026-09-27,ORD-00585,Western,Men’s Batik Shirt,Apparel,2,9000
2026-09-28,ORD-00549,Northern,Smartphone X2,Electronics,2,178000
2026-09-28,ORD-00563,Western,Ceiling Fan,Home & Kitchen,2,30240
2026-09-28,ORD-00564,Western,Smart Watch,Electronics,2,76000
2026-09-29,ORD-00552,Western,Smartphone X2,Electronics,2,178000
2026-09-30,ORD-00574,Western,Ceylon Tea 400g,Grocery,2,2900
